Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
7061,2023-11-27,BUY_22221,Germany,engineering,7263.0,80141176,3633,,1,0.17,0,1,1,18966,1,0.48,whatsapp,0.51,0,1,0,1,0.17
7062,2023-04-05,BUY_28863,France,engineering,6157.0,143722205,6592,ISO9001,0,0.53,1,Unknown,0,19064,0,0.57,whatsapp,0.87,0,0,1,1,0.07
7063,2024-12-30,BUY_95490,UAE,medical devices,,186089013,3967,,1,0.37,0,Unknown,0,10990,0,0.58,call,0.95,1,0,0,0,0.31
7064,2024-12-29,BUY_42773,Italy,engineering,,27779552,3668,ISO9001,0,0.87,1,Unknown,0,8370,0,0.79,call,0.36,0,1,0,0,-0.46
7065,2024-07-07,BUY_60816,Japan,medical devices,4579.0,131810370,4628,,0,0.2,1,1,1,8431,0,0.41,,0.51,1,0,0,0,-0.31
7066,2021-06-19,BUY_27206,UAE,chemicals,5565.0,26932536,3354,REACH,0,0.98,1,0,1,16162,0,0.12,whatsapp,0.51,1,0,1,1,0.81
7067,2021-09-25,BUY_91093,Japan,pharmaceuticals,6336.0,86899756,5270,EU-GMP,1,0.65,1,Unknown,0,529,0,0.99,linkedin,0.32,1,0,1,0,-0.66
7068,2024-05-17,BUY_77861,Canada,pharmaceuticals,6140.0,99435192,3899,WHO-GMP,0,0.67,0,Unknown,0,264,0,0.6,call,0.13,1,0,1,1,0.52
7069,2024-08-14,BUY_65653,USA,it software,,129562014,5315,ISO27001,1,0.97,0,Unknown,0,19431,1,0.05,,0.26,1,0,1,1,-0.24
7070,2024-07-15,BUY_45338,Italy,chemicals,4806.0,107896868,1394,ISO14001,0,0.24,1,1,1,13677,1,0.65,whatsapp,0.33,1,0,1,1,0.41
7071,2022-05-29,BUY_58100,UK,engineering,7972.0,151179834,3561,,1,0.19,1,0,0,8515,1,0.53,,0.51,1,0,1,0,-0.15
7072,2022-02-03,BUY_40470,Italy,chemicals,2375.0,98195152,3127,REACH,0,0.46,0,Unknown,0,2634,0,0.42,linkedin,0.05,0,0,1,1,-0.84
7073,2025-01-10,,Germany,auto parts,6596.0,37787951,2594,ISO9001,1,0.92,0,1,0,8200,1,0.07,linkedin,0.97,1,1,1,1,-0.2
7074,2023-03-03,BUY_17698,Canada,medical devices,,124315423,1712,ISO9001,1,0.8,0,0,1,5377,1,0.01,,0.51,0,0,1,0,0.69
7075,2022-05-27,BUY_46050,Japan,it software,,68754384,5062,ISO27001,1,0.4,0,1,1,6983,0,0.33,,0.51,1,0,1,1,0.11
7076,2021-01-05,BUY_92162,Japan,medical devices,,130227516,1649,ISO9001,0,0.48,1,Unknown,1,15084,0,0.39,linkedin,0.92,1,1,1,1,-0.93
7077,2023-07-16,BUY_81385,Japan,solar,,18579025,3402,TUV,1,0.97,0,Unknown,0,16212,0,0.37,whatsapp,0.96,1,1,0,0,-0.19
7078,2023-03-22,BUY_66452,Netherlands,electronics,4211.0,102739997,4869,ISO9001,1,0.81,0,Unknown,0,19393,1,0.0,whatsapp,0.58,0,1,1,1,-0.54
7079,2024-09-10,BUY_17042,USA,engineering,,194314278,1525,ISO9001,1,0.15,1,0,0,12979,1,0.85,whatsapp,0.51,0,0,1,1,0.72
7080,2023-07-14,BUY_30955,Japan,solar,5846.0,3883876,1141,,0,0.57,0,Unknown,1,10036,0,0.6,whatsapp,0.51,0,1,0,0,-0.43
7081,2023-09-04,,Australia,engineering,2540.0,118645432,3542,ISO9001,0,0.18,1,1,1,52,1,0.65,linkedin,0.51,1,1,1,0,0.45
7082,2022-05-29,BUY_74343,Netherlands,it software,,22838534,1114,SOC2,0,0.29,1,1,1,17121,1,0.23,email,0.51,1,0,0,0,0.46
7083,2024-10-25,BUY_12255,Australia,chemicals,,124667183,1926,ISO14001,1,0.81,0,Unknown,1,1833,0,0.37,call,0.21,1,0,0,0,-0.13
7084,2022-05-07,BUY_60056,UK,textiles,3647.0,7093782,5766,ISO9001,1,0.48,1,Unknown,0,10634,0,0.08,linkedin,0.51,0,1,0,0,0.76
7085,2023-09-27,BUY_91774,Australia,chemicals,597.0,158712838,5751,ISO14001,1,0.32,0,Unknown,0,10386,0,0.02,,0.51,0,0,0,0,0.64
7086,2024-05-05,,France,pharmaceuticals,,109140272,609,,1,0.25,1,0,0,12991,0,0.83,linkedin,0.48,1,1,0,1,-0.79
7087,2022-02-13,BUY_41260,Japan,medical devices,1759.0,155816117,6833,,1,0.23,0,Unknown,0,7081,0,0.48,email,0.51,1,1,1,0,-0.2
7088,2023-04-15,BUY_10197,Canada,medical devices,6494.0,148873069,156,,1,0.44,0,0,0,16057,1,0.55,linkedin,0.8,1,0,1,1,-0.21
7089,2021-02-22,BUY_53926,UAE,textiles,,190698596,481,,0,0.01,1,1,0,7953,1,0.66,,0.25,1,0,1,1,-0.99
7090,2023-02-10,BUY_46325,UK,pharmaceuticals,,197743087,5144,EU-GMP,1,0.8,0,Unknown,0,1035,1,0.19,,0.51,0,0,0,1,0.13
7091,2024-08-29,BUY_93493,France,engineering,1489.0,5224667,4434,ISO9001,1,0.43,0,0,0,17662,0,0.78,,0.51,0,1,0,1,0.03
7092,2021-07-27,BUY_34554,Netherlands,solar,7446.0,139766361,381,,0,0.51,1,Unknown,1,15394,0,0.69,whatsapp,0.51,1,0,0,0,0.16
7093,2023-10-28,BUY_12545,UAE,auto parts,1396.0,117443755,4704,ISO9001,0,0.31,0,1,0,13351,0,0.25,,0.51,0,1,1,1,0.98
7094,2023-09-08,BUY_78510,France,medical devices,,104988709,3819,ISO9001,1,0.83,0,1,0,9036,0,0.0,email,0.51,1,0,0,1,0.99
7095,2021-01-19,,Singapore,electronics,,110091285,3296,,0,0.04,0,0,0,11432,0,0.51,whatsapp,0.65,0,0,1,0,-0.14
7096,2022-07-04,BUY_25331,Netherlands,electronics,5315.0,113928891,2477,ISO9001,0,0.85,0,1,0,11832,0,0.42,whatsapp,0.51,0,1,1,0,-0.1
7097,2021-01-16,BUY_79077,Canada,electronics,4400.0,70847662,4459,,1,0.12,0,1,1,9556,1,0.64,linkedin,0.51,0,1,0,1,-0.61
7098,2023-02-21,BUY_53375,Netherlands,medical devices,1435.0,74233031,4792,,1,0.98,0,Unknown,1,13257,1,0.31,call,0.51,1,0,0,0,-0.47
7099,2023-09-17,BUY_90942,Japan,chemicals,,60197348,5976,,0,0.13,0,1,0,4545,0,0.68,call,0.51,1,0,0,1,-0.75
7100,2023-03-02,BUY_69887,Australia,auto parts,3283.0,151588430,4692,,1,0.81,0,Unknown,1,18201,0,0.87,email,0.17,1,0,1,1,0.93
7101,2021-12-09,BUY_85563,Singapore,medical devices,,161896683,4379,,0,0.3,0,Unknown,0,9690,0,0.63,email,0.51,0,0,1,0,0.69
7102,2023-06-23,BUY_21108,Netherlands,electronics,,45675375,6007,ISO9001,0,0.56,0,0,0,11213,1,0.48,email,0.51,0,0,0,1,0.46
7103,2022-05-26,BUY_15854,Japan,solar,,31309570,1100,UL,1,0.33,1,Unknown,1,7886,0,0.0,,0.8,1,1,0,1,0.4
7104,2023-04-27,BUY_27349,UAE,textiles,1293.0,77505603,675,ISO9001,0,0.51,1,Unknown,0,3791,0,0.91,linkedin,0.51,1,0,0,1,-0.56
7105,2021-09-21,BUY_49704,France,engineering,5399.0,54590871,221,,0,0.66,0,Unknown,1,15156,0,0.84,linkedin,0.51,0,1,1,0,0.14
7106,2024-05-28,BUY_98518,Singapore,pharmaceuticals,210.0,142994996,3655,WHO-GMP,1,0.52,1,0,0,17097,1,0.97,linkedin,0.51,1,0,0,1,-0.7
7107,2023-09-15,BUY_95182,Canada,textiles,3271.0,52819046,3927,ISO9001,1,0.24,1,0,0,16325,1,0.64,email,0.07,0,1,0,1,0.79
7108,2021-12-06,BUY_56320,UAE,medical devices,,169295460,6933,,0,0.6,0,0,0,14118,1,0.38,linkedin,0.51,0,1,1,0,0.21
7109,2023-07-08,BUY_38782,Singapore,textiles,1188.0,7958305,5663,,1,0.98,0,1,0,5233,0,0.1,email,0.51,1,1,1,0,0.74
7110,2022-02-19,BUY_33888,Canada,medical devices,3593.0,92047377,409,,1,0.32,0,Unknown,0,18662,0,0.59,linkedin,0.3,0,1,0,0,-0.93
7111,2021-01-01,BUY_66555,Germany,textiles,,9003822,1447,,0,0.56,1,1,1,10402,1,0.35,linkedin,0.51,1,1,0,0,-0.53
7112,2021-03-07,BUY_95595,Japan,it software,,162217463,6588,,0,0.58,0,Unknown,0,16135,0,0.8,call,0.51,1,0,1,1,-0.02
7113,2023-07-26,BUY_47554,Italy,textiles,7909.0,42285065,5364,,0,0.38,1,0,0,13374,1,0.4,,0.47,0,1,0,1,0.19
7114,2025-01-01,BUY_62863,Germany,engineering,,177312957,6509,ISO9001,0,0.59,0,1,1,17222,1,0.79,,0.51,1,0,1,1,0.57
7115,2023-08-10,BUY_46874,USA,chemicals,5853.0,135063819,1680,ISO14001,1,0.45,1,0,1,908,1,0.59,,0.51,1,0,0,0,0.48
7116,2021-01-02,BUY_62034,Japan,electronics,4869.0,23042718,4769,,1,0.09,0,0,1,2174,1,0.26,call,0.7,1,0,0,1,0.87
7117,2024-10-23,BUY_36903,France,machinery,,77507629,1722,,1,0.29,0,Unknown,1,4090,0,0.48,whatsapp,0.51,1,0,0,1,-0.16
7118,2023-03-01,BUY_40366,Italy,auto parts,,108289735,3614,,0,0.09,1,1,1,889,0,0.59,email,0.49,0,0,1,0,0.24
7119,2024-04-22,BUY_23628,USA,electronics,,143983962,4294,,0,0.93,0,1,0,15876,1,0.18,linkedin,0.51,1,0,1,1,0.68
7120,2024-04-03,BUY_63362,Netherlands,chemicals,,28216688,5312,ISO14001,1,0.59,0,0,0,8798,0,0.91,whatsapp,0.26,0,1,0,1,0.24
7121,2021-11-03,BUY_64730,UK,textiles,4945.0,145890571,3726,,0,0.0,0,1,1,10117,0,0.29,,0.51,0,1,0,1,0.47
7122,2022-06-26,BUY_38864,France,it software,2693.0,42451736,2020,ISO27001,0,0.78,0,1,1,4515,0,0.07,,0.51,0,0,1,1,-0.9
7123,2024-05-25,BUY_73251,Netherlands,electronics,2528.0,129878758,6546,ISO9001,0,0.06,1,1,0,2238,0,0.06,email,0.51,1,0,0,1,0.21
7124,2023-10-06,BUY_56249,Canada,engineering,,122768919,1309,ISO14001,1,0.55,0,0,0,15426,0,0.0,call,0.51,1,0,0,1,0.61
7125,2024-12-27,BUY_76124,Germany,electronics,,41384940,3220,ISO9001,0,0.97,1,0,0,16339,1,0.77,call,0.51,0,1,0,1,-0.52
7126,2023-11-10,BUY_78181,Australia,engineering,,8858791,6730,ISO14001,1,0.73,1,Unknown,0,4341,1,0.91,email,0.51,1,0,0,1,-0.63
7127,2023-05-09,BUY_68835,USA,solar,5656.0,199681017,3774,UL,0,0.53,1,0,0,7533,0,0.63,email,0.51,1,0,0,1,0.72
7128,2023-02-20,BUY_28669,Singapore,engineering,4964.0,2664779,1250,ISO14001,1,0.23,1,1,1,11356,0,0.92,whatsapp,0.51,0,1,0,0,0.69
7129,2022-03-23,BUY_27686,Australia,engineering,,80931417,3658,ISO14001,0,0.93,0,0,0,9470,0,0.11,email,0.51,0,0,0,0,0.67
7130,2024-09-15,BUY_53609,UK,engineering,,67361284,6334,ISO14001,0,0.87,0,Unknown,1,9572,1,0.95,linkedin,0.43,1,1,1,1,0.61
7131,2022-10-27,BUY_20707,UAE,solar,,119662110,5794,UL,0,0.47,1,Unknown,1,7662,1,0.16,email,0.51,1,1,0,1,-0.94
7132,2023-09-01,BUY_59081,Canada,it software,,45731098,3552,GDPR,0,0.07,1,0,0,4297,0,0.3,linkedin,0.51,0,0,0,1,0.62
7133,2023-02-05,BUY_74382,UK,solar,,19475514,6564,IEC,1,0.38,0,0,1,15309,1,0.12,whatsapp,0.51,1,1,1,0,0.84
7134,2022-06-18,BUY_91552,UK,pharmaceuticals,6956.0,116964930,2464,WHO-GMP,0,0.7,1,1,0,12635,1,0.17,linkedin,0.51,1,0,1,0,0.94
7135,2022-10-24,BUY_18851,UAE,electronics,,69658468,3342,ISO9001,0,0.25,1,0,1,15674,1,0.99,call,0.51,1,1,0,0,0.68
7136,2022-06-11,BUY_80521,Singapore,it software,7710.0,175737253,2182,,1,0.83,1,0,0,3248,1,0.87,,0.59,0,0,0,1,-0.48
7137,2024-02-27,BUY_83353,UK,electronics,,197794048,4003,ISO9001,1,0.03,0,1,1,18489,1,0.2,linkedin,0.51,1,1,0,0,-0.03
7138,2023-01-31,BUY_39740,Netherlands,electronics,,142495496,4469,ISO9001,1,0.55,1,0,0,10724,0,0.66,linkedin,0.32,1,0,1,1,-0.04
7139,2021-09-16,BUY_48831,Japan,pharmaceuticals,1773.0,141813988,4010,,0,0.32,1,Unknown,0,4544,0,0.61,linkedin,0.51,0,1,0,0,0.66
7140,2023-05-30,BUY_68936,Netherlands,machinery,4974.0,128833742,2181,,0,0.05,0,Unknown,0,8850,0,0.27,whatsapp,0.51,1,0,1,0,0.99
7141,2023-10-14,BUY_18729,Germany,auto parts,4101.0,40880928,860,,0,0.76,0,Unknown,0,2169,1,0.27,call,0.51,0,1,0,1,-0.61
7142,2022-04-19,BUY_75748,Italy,electronics,3785.0,121874298,2126,,0,0.14,1,1,0,15862,1,0.95,call,0.51,0,0,0,0,0.58
7143,2023-08-04,BUY_32600,UK,machinery,2595.0,48762396,3306,,1,0.03,1,0,0,18113,1,0.06,linkedin,0.06,0,1,0,0,0.35
7144,2021-02-07,BUY_32505,Italy,auto parts,5218.0,21395241,1818,ISO9001,1,0.66,0,Unknown,0,6903,0,0.85,email,0.51,1,1,1,0,-0.8
7145,2023-07-30,BUY_63871,Japan,engineering,,149194991,3824,CE,1,0.51,0,1,0,13869,1,0.75,call,0.42,1,0,1,1,-0.39
7146,2024-01-14,BUY_90522,Singapore,chemicals,5819.0,193973788,4963,REACH,0,0.22,0,0,0,9902,1,0.7,,0.51,0,1,0,0,-0.31
7147,2024-03-10,BUY_63359,France,engineering,5725.0,4721703,3729,ISO9001,1,0.23,1,Unknown,1,4252,1,0.74,linkedin,0.51,0,1,1,0,-0.06
7148,2024-02-20,BUY_30150,UAE,engineering,,128349992,2824,ISO14001,1,0.77,1,0,1,15619,1,0.38,linkedin,0.51,1,0,0,0,-0.52
7149,2021-02-10,BUY_72151,Canada,pharmaceuticals,,61237962,4105,FDA,1,0.49,0,0,1,10563,0,0.11,whatsapp,0.51,1,1,1,0,-0.93
7150,2021-11-25,BUY_23522,Australia,pharmaceuticals,,104007956,2181,,0,0.71,0,Unknown,0,1465,0,0.56,call,0.51,1,1,0,0,0.91
7151,2021-11-28,BUY_86303,UAE,it software,1883.0,94217948,4749,SOC2,0,0.02,0,Unknown,0,3682,0,0.95,call,0.51,0,1,1,0,-0.83
7152,2021-02-19,,France,chemicals,,183836634,3964,RoHS,1,0.2,0,1,0,10304,1,0.41,whatsapp,0.51,1,1,0,0,-0.01
7153,2024-03-21,BUY_63041,Italy,engineering,,124528733,1461,CE,0,0.25,1,Unknown,1,19377,1,0.35,email,0.51,0,0,0,0,-0.35
7154,2024-07-21,BUY_14386,Japan,solar,,187212467,5497,UL,0,0.33,0,1,0,8182,0,0.5,,0.7,0,1,0,0,-0.9
7155,2023-11-22,BUY_78788,Canada,pharmaceuticals,,184322022,2805,FDA,0,0.08,0,Unknown,0,1738,0,0.75,whatsapp,0.2,0,0,0,0,0.68
7156,2021-06-05,BUY_77440,Canada,pharmaceuticals,4114.0,41298545,4373,FDA,0,0.29,1,1,0,1162,0,0.83,call,0.51,0,0,1,1,-0.6
7157,2022-10-15,BUY_64715,Italy,textiles,1414.0,86061035,6945,ISO9001,1,0.77,0,Unknown,1,12915,1,0.82,whatsapp,0.51,0,1,1,0,-0.05
7158,2021-03-15,BUY_20104,USA,solar,,145253981,3000,UL,0,0.75,1,0,0,12096,0,0.89,linkedin,0.51,0,0,1,0,0.39
7159,2024-05-11,BUY_40217,Germany,pharmaceuticals,,160808549,4840,FDA,1,0.16,0,1,0,18164,0,0.76,whatsapp,0.51,1,1,0,0,-0.01
7160,2021-05-29,,Netherlands,auto parts,,65117876,6452,ISO9001,1,0.36,0,Unknown,1,16979,0,0.83,,0.26,1,1,0,0,-0.38
7161,2021-01-15,,USA,pharmaceuticals,6110.0,95214200,3702,,0,0.7,1,Unknown,1,2572,0,0.61,,0.51,1,1,1,1,-0.1
7162,2022-03-02,BUY_60613,Japan,auto parts,,108572583,363,ISO9001,1,0.55,0,0,0,15921,0,0.88,,0.51,0,0,1,1,0.2
7163,2022-08-10,BUY_20123,Canada,textiles,1246.0,79141950,2963,,0,0.29,1,1,0,15740,1,0.85,call,0.51,0,0,0,1,0.8
7164,2022-07-10,BUY_60092,Italy,medical devices,1132.0,34095553,131,,0,0.34,0,1,0,3637,0,0.59,call,0.53,0,1,0,1,0.96
7165,2022-12-27,BUY_15251,France,engineering,182.0,126384470,5267,ISO14001,0,0.22,0,Unknown,1,11581,1,0.75,call,0.13,0,0,0,1,-0.28
7166,2024-12-27,BUY_12887,UAE,chemicals,398.0,189226191,6526,RoHS,0,0.32,0,1,0,2948,0,0.49,whatsapp,0.03,1,1,1,0,0.0
7167,2022-12-24,BUY_80597,Netherlands,medical devices,6022.0,139925932,3780,,0,0.97,1,0,0,12157,1,0.76,,0.51,0,0,0,0,-0.46
7168,2023-05-03,BUY_46137,UK,chemicals,,93020085,2410,,1,0.68,1,Unknown,0,18794,0,0.61,email,0.07,1,0,0,0,-0.65
7169,2021-02-19,BUY_97674,Canada,electronics,,199756106,6141,,0,0.69,0,Unknown,1,8353,0,0.33,call,0.25,1,0,0,0,-0.53
7170,2023-01-18,BUY_43844,Singapore,it software,,109007267,4612,GDPR,0,0.21,1,Unknown,1,17727,0,0.47,linkedin,0.51,0,1,1,1,-0.13
7171,2022-07-08,BUY_21797,Singapore,solar,5374.0,24949226,500,UL,0,0.08,0,1,0,14313,1,0.87,call,0.88,0,0,0,1,-0.48
7172,2023-04-04,BUY_22461,Germany,auto parts,2123.0,97605343,144,ISO9001,1,0.51,0,1,0,8209,0,0.22,linkedin,0.22,0,1,0,1,0.41
7173,2024-05-03,BUY_86332,UAE,auto parts,,16095616,5321,,0,0.2,1,Unknown,1,16023,0,0.17,email,0.51,1,1,1,1,0.53
7174,2021-03-23,,Canada,auto parts,,24040985,4386,ISO9001,0,0.1,0,0,1,3246,1,0.36,whatsapp,0.51,0,1,0,0,-0.34
7175,2021-08-16,BUY_43540,Germany,engineering,3669.0,128706862,3483,ISO14001,1,0.42,0,Unknown,1,6712,1,0.21,,0.51,1,1,1,0,0.12
7176,2022-06-01,BUY_78347,Canada,electronics,7154.0,79736842,3138,,0,0.47,0,0,0,9834,1,0.79,email,0.94,0,1,0,0,0.6
7177,2024-02-04,BUY_85249,UAE,textiles,,20312681,1700,ISO9001,1,0.04,1,Unknown,1,15733,0,0.99,,0.71,0,0,0,1,0.21
7178,2021-02-25,BUY_92067,Japan,textiles,,107530940,1146,ISO9001,1,0.18,1,1,0,16335,1,0.68,linkedin,0.51,0,0,1,0,0.98
7179,2023-10-31,BUY_66515,Germany,chemicals,,135590553,1133,ISO14001,0,0.97,0,0,0,859,1,0.98,linkedin,0.51,0,1,0,0,0.13
7180,2024-05-19,BUY_88644,Australia,solar,,173905349,4058,TUV,0,0.55,1,0,1,11053,1,0.97,call,0.51,0,0,1,1,0.76
7181,2023-01-12,BUY_73373,Canada,machinery,6599.0,69776030,6570,ISO9001,0,0.97,1,Unknown,1,14258,1,0.17,,0.51,1,1,0,1,-0.94
7182,2024-03-21,BUY_44126,Japan,pharmaceuticals,5135.0,173225818,2233,WHO-GMP,0,0.35,1,1,0,12852,1,0.96,whatsapp,0.37,0,1,1,0,-0.01
7183,2022-05-12,BUY_33562,USA,pharmaceuticals,,80806950,2166,FDA,1,0.83,0,Unknown,0,14655,0,0.66,email,0.51,1,1,0,0,-0.5
7184,2021-03-02,BUY_93713,UK,auto parts,1723.0,103791089,2442,,0,0.75,1,0,0,1945,0,0.09,linkedin,0.51,1,1,0,1,-0.21
7185,2024-10-18,BUY_31879,Australia,machinery,,61227218,6600,ISO9001,1,0.75,1,0,1,2964,1,0.82,email,0.92,0,1,0,1,0.09
7186,2021-06-14,BUY_70090,Australia,it software,,193428953,5974,SOC2,0,0.84,0,0,0,8867,1,0.77,call,0.56,1,1,0,0,0.02
7187,2021-10-25,BUY_82406,Japan,pharmaceuticals,,192643523,6388,FDA,1,0.86,0,1,1,19186,1,0.84,email,0.51,1,0,1,0,-0.36
7188,2021-10-22,BUY_76163,UAE,medical devices,,4856775,4602,ISO9001,0,0.6,0,0,0,9915,1,0.87,,0.24,1,0,0,0,0.78
7189,2023-08-17,BUY_17509,Singapore,engineering,3599.0,57965479,768,,1,0.89,0,1,0,14961,0,0.47,whatsapp,0.94,1,0,1,0,-0.57
7190,2022-05-13,BUY_97930,Australia,textiles,6203.0,51622157,992,ISO9001,1,0.95,1,Unknown,1,8400,1,0.83,email,0.51,0,0,1,1,-0.23
7191,2021-11-14,BUY_22257,Australia,it software,7934.0,54644469,5864,ISO27001,1,0.53,0,1,0,8910,0,0.21,whatsapp,0.51,0,0,1,1,-0.07
7192,2022-04-13,BUY_58189,UK,electronics,,65814431,3268,ISO9001,0,0.81,1,1,1,6339,0,0.48,,0.51,0,1,0,0,-0.24
7193,2023-12-10,BUY_96405,Singapore,chemicals,3288.0,23514855,5423,RoHS,1,0.07,0,0,1,184,0,0.49,call,0.71,1,0,1,1,-0.54
7194,2021-01-29,BUY_52422,Canada,pharmaceuticals,,123545913,4358,FDA,0,0.51,0,0,1,7950,0,0.2,linkedin,0.51,1,0,1,0,-0.82
7195,2022-09-27,BUY_15956,UAE,engineering,4238.0,112329201,5275,ISO14001,1,0.56,1,1,0,5113,1,0.93,,0.51,1,1,1,1,-0.6
7196,2024-08-12,BUY_52418,UAE,it software,1600.0,111332074,2119,GDPR,1,0.21,0,1,1,9615,1,0.2,email,0.33,1,1,0,0,-0.76
7197,2022-03-11,BUY_37166,UAE,pharmaceuticals,,173230236,36,EU-GMP,1,0.15,0,1,1,4219,0,0.91,email,0.51,0,1,1,0,-0.44
7198,2022-11-13,BUY_35790,Australia,medical devices,4016.0,64153743,5190,ISO9001,0,0.19,1,1,0,1841,1,0.46,linkedin,0.51,1,1,0,0,0.88
7199,2021-04-09,BUY_53541,Netherlands,it software,5353.0,147757999,6481,GDPR,1,0.41,0,Unknown,0,11347,0,0.81,call,0.51,0,0,1,1,-0.9
7200,2021-06-05,BUY_62583,France,pharmaceuticals,,20216313,4895,WHO-GMP,0,0.24,1,1,1,3770,0,0.11,,0.82,1,0,1,1,0.84
7201,2024-02-12,BUY_91889,France,textiles,3516.0,119400490,5338,,0,0.42,0,1,1,17585,0,0.29,linkedin,0.51,0,1,0,1,-0.42
7202,2024-09-18,BUY_63831,Singapore,machinery,,142323752,926,,1,0.15,0,Unknown,1,19004,1,0.41,whatsapp,0.51,1,0,1,0,0.71
7203,2021-07-26,BUY_88215,Germany,engineering,6725.0,77310990,3102,,0,0.27,1,0,1,9858,0,0.49,,0.28,1,0,1,1,0.99
7204,2024-11-07,BUY_13186,Germany,engineering,961.0,69498539,4636,ISO14001,0,0.7,1,1,1,13267,1,0.22,linkedin,0.51,0,1,0,1,0.17
7205,2024-07-25,BUY_40394,Singapore,pharmaceuticals,7631.0,40995182,1657,,0,0.7,0,1,1,19211,1,0.91,call,0.51,0,0,0,1,-0.46
7206,2024-10-17,BUY_27693,UK,machinery,,36159778,763,ISO9001,0,0.07,1,1,0,12117,0,0.73,,0.51,1,1,0,0,0.67
7207,2024-01-19,BUY_57971,Italy,pharmaceuticals,6918.0,51272831,361,,1,0.5,0,1,0,6182,1,0.04,whatsapp,0.51,0,1,1,0,-0.43
7208,2022-10-11,BUY_71476,Germany,solar,866.0,95881427,598,TUV,1,0.1,1,0,0,8739,1,0.26,linkedin,0.4,0,1,0,0,-0.11
7209,2021-06-02,BUY_48796,Japan,machinery,5740.0,80645508,5834,ISO9001,1,0.47,0,Unknown,0,11497,0,0.87,,0.51,1,1,1,1,-0.51
7210,2024-11-06,BUY_65788,UK,textiles,7856.0,50633476,6302,ISO9001,0,0.36,1,1,1,15365,1,0.23,whatsapp,0.51,0,0,1,1,-0.66
7211,2024-11-05,BUY_49384,France,textiles,,180027878,1628,,1,0.43,1,1,0,16585,1,0.57,whatsapp,0.51,1,1,1,1,-0.09
7212,2024-01-06,BUY_17953,France,solar,7208.0,131887090,434,,0,0.49,1,Unknown,0,1405,1,0.96,call,0.51,1,1,0,0,-0.89
7213,2024-04-20,BUY_60245,France,it software,4385.0,86942453,1242,ISO27001,1,0.96,1,1,0,9157,1,0.53,,0.51,0,1,1,1,0.74
7214,2023-10-02,BUY_48599,UAE,it software,,144131935,3748,SOC2,0,0.09,1,Unknown,0,17407,0,0.67,,0.39,1,0,1,0,-0.74
7215,2023-01-20,BUY_70201,Germany,it software,7644.0,185839714,6481,ISO27001,1,0.07,0,1,0,2109,1,0.91,call,0.51,1,1,1,0,-0.89
7216,2024-02-17,BUY_64935,Singapore,chemicals,695.0,143753553,5938,,1,0.49,1,0,0,14429,1,0.84,linkedin,0.51,1,0,0,0,0.05
7217,2021-08-09,BUY_11661,Singapore,it software,560.0,174100066,5195,SOC2,0,0.43,1,0,1,13347,1,0.73,email,0.51,0,0,0,1,-0.28
7218,2021-06-20,BUY_35962,Netherlands,electronics,4126.0,186942459,1932,ISO9001,0,0.68,0,1,1,15253,1,0.31,whatsapp,0.51,0,0,0,0,-0.85
7219,2023-03-19,BUY_77445,Italy,it software,,133406885,4326,ISO27001,1,0.4,0,1,1,11189,0,0.95,call,0.51,0,0,0,1,-0.3
7220,2022-08-05,,Australia,pharmaceuticals,,21383861,2293,WHO-GMP,0,1.0,0,Unknown,1,1896,1,0.3,,0.98,0,0,1,1,-0.7
7221,2024-06-03,BUY_63394,UAE,pharmaceuticals,6350.0,53566911,6036,FDA,0,1.0,0,1,1,16973,1,0.23,email,0.51,1,0,1,0,-0.71
7222,2021-05-06,BUY_36236,USA,auto parts,4012.0,135877367,6533,,0,0.94,0,Unknown,0,618,1,0.87,,0.71,1,0,1,0,0.47
7223,2023-03-20,BUY_58512,Italy,it software,,110141193,1056,GDPR,1,0.09,1,Unknown,0,16149,1,0.17,linkedin,0.96,1,0,1,0,-0.63
7224,2023-04-15,BUY_94306,Australia,medical devices,7787.0,48700277,1695,,0,0.96,1,Unknown,1,341,0,0.63,email,0.51,0,1,0,1,-0.46
7225,2021-03-09,BUY_28046,Italy,electronics,4362.0,71679464,6565,,1,0.58,1,1,1,17260,1,0.78,call,0.51,1,1,1,1,-0.69
7226,2023-01-27,BUY_85592,Italy,medical devices,,12204481,2183,,0,0.92,0,0,0,5594,0,0.27,email,0.51,0,1,1,0,-0.32
7227,2022-03-23,BUY_70737,Australia,pharmaceuticals,2540.0,22867238,3984,WHO-GMP,0,0.47,1,1,0,14079,0,0.68,,0.51,1,0,1,1,0.72
7228,2021-12-25,BUY_76909,Australia,engineering,1840.0,8642666,839,ISO9001,1,0.27,1,0,1,14418,1,0.59,call,0.51,0,0,1,0,0.41
7229,2022-08-19,BUY_13837,Japan,engineering,4742.0,45823985,5874,,1,0.83,0,1,0,19907,1,0.44,,0.51,1,1,0,1,-0.81
7230,2021-12-11,BUY_88536,Italy,textiles,5388.0,13600330,1431,ISO9001,1,0.25,1,1,0,12002,0,0.86,whatsapp,0.51,1,1,0,1,0.44
